release_level,modality,file_pattern,column_name,description,unit,time_base_or_notes,missing_value_convention
raw,hand tracking,tracking_log_*.csv,lm14_err1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm14_err2,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm15_x,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm15_y,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm15_z,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm15_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm15_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm15_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm15_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm15_conf,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm15_err1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm15_err2,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm16_x,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm16_y,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm16_z,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm16_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm16_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm16_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm16_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm16_conf,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm16_err1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm16_err2,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm17_x,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm17_y,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm17_z,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm17_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm17_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm17_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm17_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm17_conf,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm17_err1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm17_err2,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm18_x,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm18_y,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm18_z,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm18_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm18_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm18_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm18_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm18_conf,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm18_err1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm18_err2,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm19_x,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm19_y,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm19_z,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm19_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm19_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm19_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm19_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm19_conf,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm19_err1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm19_err2,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm20_x,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm20_y,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm20_z,Stereo-triangulated 3D coordinate of the numbered teacher-hand landmark.,metres,"Contralateral teacher hand; raw tracking record, not preprocessed. The release excludes the collector's internal gt_valid field.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm20_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c1_lm20_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm20_x,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,c2_lm20_y,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm20_conf,Tracking confidence or frame-quality score produced by the tracking pipeline.,unitless,Interpret with the tracking pipeline documentation. The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm20_err1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,hand tracking,tracking_log_*.csv,lm20_err2,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,The release excludes the collector's internal gt_valid field.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,online retargeting,retargeting_angles_*_raw.csv,timestamp,Timestamp supplied by the acquisition or retargeting stream; see file-specific provenance.,seconds,Time base is stated by the field name; do not assume interchangeability across modalities. Raw timestamps can contain small out-of-order rows; apply a stable row sort for analysis.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,online retargeting,retargeting_angles_*_raw.csv,frame_capture_t,Host timestamp at camera-frame capture.,seconds,Time base is stated by the field name; do not assume interchangeability across modalities. Raw timestamps can contain small out-of-order rows; apply a stable row sort for analysis.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,online retargeting,retargeting_angles_*_raw.csv,timestamp_fused_s,Fused host-time timestamp for a matched stereo tracking record.,seconds,Time base is stated by the field name; do not assume interchangeability across modalities. Raw timestamps can contain small out-of-order rows; apply a stable row sort for analysis.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,online retargeting,retargeting_angles_*_raw.csv,index_q1,Psyonic Ability Hand target joint angle derived from teacher-hand tracking.,degrees,"Robotic-hand angle, not an anatomical human-joint angle. Raw timestamps can contain small out-of-order rows; apply a stable row sort for analysis.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,online retargeting,retargeting_angles_*_raw.csv,middle_q1,Psyonic Ability Hand target joint angle derived from teacher-hand tracking.,degrees,"Robotic-hand angle, not an anatomical human-joint angle. Raw timestamps can contain small out-of-order rows; apply a stable row sort for analysis.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,online retargeting,retargeting_angles_*_raw.csv,ring_q1,Psyonic Ability Hand target joint angle derived from teacher-hand tracking.,degrees,"Robotic-hand angle, not an anatomical human-joint angle. Raw timestamps can contain small out-of-order rows; apply a stable row sort for analysis.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,online retargeting,retargeting_angles_*_raw.csv,pinky_q1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,Raw timestamps can contain small out-of-order rows; apply a stable row sort for analysis.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,online retargeting,retargeting_angles_*_raw.csv,thumb_q2,Psyonic Ability Hand target joint angle derived from teacher-hand tracking.,degrees,"Robotic-hand angle, not an anatomical human-joint angle. Raw timestamps can contain small out-of-order rows; apply a stable row sort for analysis.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,online retargeting,retargeting_angles_*_raw.csv,thumb_q1,Psyonic Ability Hand target joint angle derived from teacher-hand tracking.,degrees,"Robotic-hand angle, not an anatomical human-joint angle. Raw timestamps can contain small out-of-order rows; apply a stable row sort for analysis.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,offline retargeting,offline_retargeted_angles_*.csv,timestamp,Timestamp supplied by the acquisition or retargeting stream; see file-specific provenance.,seconds,Time base is stated by the field name; do not assume interchangeability across modalities.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,offline retargeting,offline_retargeted_angles_*.csv,frame_capture_t,Host timestamp at camera-frame capture.,seconds,Time base is stated by the field name; do not assume interchangeability across modalities.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,offline retargeting,offline_retargeted_angles_*.csv,command_sent_t,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,offline retargeting,offline_retargeted_angles_*.csv,timestamp_fused_s,Fused host-time timestamp for a matched stereo tracking record.,seconds,Time base is stated by the field name; do not assume interchangeability across modalities.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,offline retargeting,offline_retargeted_angles_*.csv,index_q1,Psyonic Ability Hand target joint angle derived from teacher-hand tracking.,degrees,"Robotic-hand angle, not an anatomical human-joint angle.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,offline retargeting,offline_retargeted_angles_*.csv,middle_q1,Psyonic Ability Hand target joint angle derived from teacher-hand tracking.,degrees,"Robotic-hand angle, not an anatomical human-joint angle.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,offline retargeting,offline_retargeted_angles_*.csv,ring_q1,Psyonic Ability Hand target joint angle derived from teacher-hand tracking.,degrees,"Robotic-hand angle, not an anatomical human-joint angle.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,offline retargeting,offline_retargeted_angles_*.csv,pinky_q1,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,offline retargeting,offline_retargeted_angles_*.csv,thumb_q2,Psyonic Ability Hand target joint angle derived from teacher-hand tracking.,degrees,"Robotic-hand angle, not an anatomical human-joint angle.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,offline retargeting,offline_retargeted_angles_*.csv,thumb_q1,Psyonic Ability Hand target joint angle derived from teacher-hand tracking.,degrees,"Robotic-hand angle, not an anatomical human-joint angle.",Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,offline retargeting,offline_retargeted_angles_*.csv,retarget_source,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,offline retargeting,offline_retargeted_angles_*.csv,source_row,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,offline retargeting,offline_retargeted_angles_*.csv,online_row,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,offline retargeting,offline_retargeted_angles_*.csv,online_dt_s,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,camera timestamp sidecar,raw_cam[12]_timestamps_*.csv,video_frame_index,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,MP4 camera recordings are excluded from the release.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,camera timestamp sidecar,raw_cam[12]_timestamps_*.csv,realsense_timestamp_ms,Field retained from the source or derived file schema; see processing provenance for details.,see metadata,MP4 camera recordings are excluded from the release.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
raw,camera timestamp sidecar,raw_cam[12]_timestamps_*.csv,host_time_s,Host-computer timestamp in Unix seconds.,seconds,Time base is stated by the field name; do not assume interchangeability across modalities. MP4 camera recordings are excluded from the release.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,sEMG,emg_*_preprocessed.csv,unix_ts,Unix epoch timestamp assigned to the sample.,seconds,Time base is stated by the field name; do not assume interchangeability across modalities.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,sEMG,emg_*_preprocessed.csv,EMG 1,Surface-EMG sample from the numbered forearm sensor.,native stream units; see release metadata,P025 has EMG 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,sEMG,emg_*_preprocessed.csv,EMG 2,Surface-EMG sample from the numbered forearm sensor.,native stream units; see release metadata,P025 has EMG 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,sEMG,emg_*_preprocessed.csv,EMG 3,Surface-EMG sample from the numbered forearm sensor.,native stream units; see release metadata,P025 has EMG 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,sEMG,emg_*_preprocessed.csv,EMG 4,Surface-EMG sample from the numbered forearm sensor.,native stream units; see release metadata,P025 has EMG 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,sEMG,emg_*_preprocessed.csv,EMG 5,Surface-EMG sample from the numbered forearm sensor.,native stream units; see release metadata,P025 has EMG 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,sEMG,emg_*_preprocessed.csv,EMG 6,Surface-EMG sample from the numbered forearm sensor.,native stream units; see release metadata,P025 has EMG 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,sEMG,emg_*_preprocessed.csv,EMG 7,Surface-EMG sample from the numbered forearm sensor.,native stream units; see release metadata,P025 has EMG 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,sEMG,emg_*_preprocessed.csv,EMG 8,Surface-EMG sample from the numbered forearm sensor.,native stream units; see release metadata,P025 has EMG 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,IMU,imu_*_IMU_preprocessed.csv,unix_ts,Unix epoch timestamp assigned to the sample.,seconds,Time base is stated by the field name; do not assume interchangeability across modalities.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,IMU,imu_*_IMU_preprocessed.csv,IMU 1_ax,Accelerometer component ax from IMU 1.,native stream units; see release metadata,Nine IMU fields per enabled sensor; P025 has sensors 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,IMU,imu_*_IMU_preprocessed.csv,IMU 1_ay,Accelerometer component ay from IMU 1.,native stream units; see release metadata,Nine IMU fields per enabled sensor; P025 has sensors 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,IMU,imu_*_IMU_preprocessed.csv,IMU 1_az,Accelerometer component az from IMU 1.,native stream units; see release metadata,Nine IMU fields per enabled sensor; P025 has sensors 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,IMU,imu_*_IMU_preprocessed.csv,IMU 1_gx,Gyroscope component gx from IMU 1.,native stream units; see release metadata,Nine IMU fields per enabled sensor; P025 has sensors 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,IMU,imu_*_IMU_preprocessed.csv,IMU 1_gy,Gyroscope component gy from IMU 1.,native stream units; see release metadata,Nine IMU fields per enabled sensor; P025 has sensors 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,IMU,imu_*_IMU_preprocessed.csv,IMU 1_gz,Gyroscope component gz from IMU 1.,native stream units; see release metadata,Nine IMU fields per enabled sensor; P025 has sensors 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,IMU,imu_*_IMU_preprocessed.csv,IMU 1_mx,Magnetometer component mx from IMU 1.,native stream units; see release metadata,Nine IMU fields per enabled sensor; P025 has sensors 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,IMU,imu_*_IMU_preprocessed.csv,IMU 1_my,Magnetometer component my from IMU 1.,native stream units; see release metadata,Nine IMU fields per enabled sensor; P025 has sensors 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,IMU,imu_*_IMU_preprocessed.csv,IMU 1_mz,Magnetometer component mz from IMU 1.,native stream units; see release metadata,Nine IMU fields per enabled sensor; P025 has sensors 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,IMU,imu_*_IMU_preprocessed.csv,IMU 2_ax,Accelerometer component ax from IMU 2.,native stream units; see release metadata,Nine IMU fields per enabled sensor; P025 has sensors 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,IMU,imu_*_IMU_preprocessed.csv,IMU 2_ay,Accelerometer component ay from IMU 2.,native stream units; see release metadata,Nine IMU fields per enabled sensor; P025 has sensors 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,IMU,imu_*_IMU_preprocessed.csv,IMU 2_az,Accelerometer component az from IMU 2.,native stream units; see release metadata,Nine IMU fields per enabled sensor; P025 has sensors 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,IMU,imu_*_IMU_preprocessed.csv,IMU 2_gx,Gyroscope component gx from IMU 2.,native stream units; see release metadata,Nine IMU fields per enabled sensor; P025 has sensors 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
processed trimmed,IMU,imu_*_IMU_preprocessed.csv,IMU 2_gy,Gyroscope component gy from IMU 2.,native stream units; see release metadata,Nine IMU fields per enabled sensor; P025 has sensors 1--7 only.,Missing numeric values are represented as empty CSV cells/NaN; consult QC flags and manifests.
